LocationCode,RegionCode,BldgAddress1,BldgAddress2,BldgCity,BldgCounty,BldgState,BldgZip,CongressionalDistrict,BldgStatus,PropertyType,BldgANSIUsable,TotalParkingSpaces,OwnedLeased,ConstructionDate,HistoricalType,HistoricalStatus,ABAAccessibilityFlag
MD0803,11,7100 OLD LANDOVER RD, ,HYATTSVILLE,PRINCE GEORGE'S,MD,207851506,4,ACTIVE,BUILDING,91525,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0804,11,10903 NEW HAMPSHIRE AVE, ,SILVER SPRING,MONTGOMERY,MD,209030001,8,ACTIVE,BUILDING,251934,0,OWNED,1-Apr-05,Field Not In Use,Not Evaluated,Will Conform
MD0806,11,"811,841,843,845 BRIGHTSEAT ROAD", ,LANDOVER,PRINCE GEORGE'S,MD,207854740,4,ACTIVE,BUILDING,24547,84,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0810,11,10903 NEW HAMPSHIRE AVE, ,SILVER SPRING,MONTGOMERY,MD,209031058,8,ACTIVE,STRUCTURE,0,0,OWNED,1-Jan-04,Field Not In Use,Not Evaluated,Will Conform
MD0811,11,"10903 NEW HAMPSHIRE AVE,BLDG 2", ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,BUILDING,82272,100,OWNED,1-Oct-05,Field Not In Use,Not Evaluated,Will Conform
MD0816,11,"10903 NEW HAMPSHIRE AVE,BLDG 62", ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,BUILDING,83318,0,OWNED,1-May-07,Field Not In Use,Not Evaluated,Will Conform
MD0817,11,"10903 NEW HAMPSHIRE AVE,BLDG 66", ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,BUILDING,294765,0,OWNED,1-May-09,Field Not In Use,Not Evaluated,Yes
MD0818,11,10903 NEW HAMPSHIRE AVE, ,SILVER SPRING,MONTGOMERY,MD,209031046,8,ACTIVE,STRUCTURE,0,823,OWNED,1-May-09,Field Not In Use,Not Evaluated,Will Conform
MD0819,11,10951 NEW HAMPSHIRE AVE., ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,LAND,0,0,OWNED,1-Aug-10,Field Not In Use,Not Evaluated,Will Conform
MD0821,11,10903 NEW HAMPSHIRE AVE, ,SILVER SPRING,MONTGOMERY,MD,209030001,8,ACTIVE,BUILDING,160937,0,OWNED,1-Mar-08,Field Not In Use,Not Evaluated,Will Conform
MD0822,11,10903 NEW HAMPSHIRE AVE, ,SILVER SPRING,MONTGOMERY,MD,209030001,8,ACTIVE,BUILDING,75125,0,OWNED,1-Nov-09,Field Not In Use,Not Evaluated,Yes
MD0823,11,"10903 NEW HAMPSHIRE AVE,BLDG 1", ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,BUILDING,60395,0,OWNED,30-Nov-08,Field Not In Use,Not Evaluated,Will Conform
MD0825,11,"10903 NEW HAMPSHIRE AVE,BLDG 71",BLDG 71,SILVER SPRING,MONTGOMERY,MD,209030001,8,ACTIVE,BUILDING,178950,0,OWNED,1-Aug-10,Field Not In Use,Not Evaluated,Will Conform
MD0826,11,"10903 NEW HAMPSHIRE AVENUE,BLDG 52", ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,BUILDING,161537,0,OWNED,1-Aug-10,Field Not In Use,Not Evaluated,Will Conform
MD0827,11,"10903 NEW HAMPSHIRE AVENUE,BLDG 72", ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,BUILDING,93832,0,OWNED,1-Aug-10,Field Not In Use,Not Evaluated,Will Conform
MD1185,11,6505 BELCREST RD, ,HYATTSVILLE,PRINCE GEORGE'S,MD,207822010,4,ACTIVE,BUILDING,93990,24,LEASED,1-Jan-73,Field Not In Use,Not Evaluated,Will Conform
MD1248,11,6010 EXECUTIVE BLVD, ,ROCKVILLE,MONTGOMERY,MD,208523809,8,ACTIVE,BUILDING,27775,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
MD1301,11,3700 E WEST HWY, ,HYATTSVILLE,PRINCE GEORGE'S,MD,207822015,4,ACTIVE,BUILDING,0,0,LEASED,1-Jan-69,Field Not In Use,Not Evaluated,Will Conform
MD1324,11,5600 FISHERS LN, ,ROCKVILLE,MONTGOMERY,MD,208521750,8,ACTIVE,BUILDING,823931,20,LEASED,1-Jan-68,Field Not In Use,Not Evaluated,Will Conform
MD1361,11,6525 BELCREST RD, ,HYATTSVILLE,PRINCE GEORGE'S,MD,207822003,4,ACTIVE,BUILDING,31997,8,LEASED,1-Jan-70,Field Not In Use,Not Evaluated,Will Conform
MD1383,11,12100 PARKLAWN DR, ,ROCKVILLE,MONTGOMERY,MD,208521708,8,ACTIVE,BUILDING,78013,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1389,11,20020 CENTURY BLVD, ,GERMANTOWN,MONTGOMERY,MD,208741178,6,ACTIVE,BUILDING,42976,0,LEASED,1-Jan-72,Field Not In Use,Not Evaluated,Will Conform
MD1392,11,11400 ROCKVILLE PIKE, ,ROCKVILLE,MONTGOMERY,MD,208523004,8,ACTIVE,BUILDING,16216,2,LEASED,1-Jan-72,Field Not In Use,Not Evaluated,Will Conform
MD1428,11,12420 PARKLAWN DR, ,ROCKVILLE,MONTGOMERY,MD,208521740,8,ACTIVE,BUILDING,78378,10,LEASED,1-Jan-74,Field Not In Use,Not Evaluated,Will Conform
MD1545,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1547,11,6500 BROOKS LANE, ,BROOKMONT,MONTGOMERY,MD,203150000,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1559,11,1053 RIVERVIEW DRIVE, ,SILESIA,PRINCE GEORGE'S,MD,200220000,98,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1585,11,ROUTE 1, ,BELTSVILLE,PRINCE GEORGE'S,MD,567639998,7,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1586,11,W SIDE RT 1 AG FARM, ,BELTSVILLE,PRINCE GEORGE'S,MD,567639998,7,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1587,11,QUINCE ORCHARD RD, ,GAITHERSBURG,MONTGOMERY,MD,208781498,6,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1610,11,LAUREL MD, ,LAUREL,PRINCE GEORGE'S,MD,207231562,2,ACTIVE,LAND,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1714,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1715,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1716,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1717,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1718,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1719,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1721,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1722,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1723,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1726,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1728,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1729,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1730,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1731,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1732,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1734,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1801,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1802,11,9000 ROCKVILLE PK, ,BETHESDA,MONTGOMERY,MD,208920002,8,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1805,11,15916 NEW HAMPSHIRE AVE, ,SILVER SPRING,MONTGOMERY,MD,209044001,3,ACTIVE,BUILDING,64,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
MD1806,11,1211 PORT ECHO LN, ,BOWIE,PRINCE GEORGE'S,MD,207161843,5,ACTIVE,BUILDING,64,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1807,11,8831 SPRINGFIELD RD, ,LAUREL,PRINCE GEORGE'S,MD,207089757,5,ACTIVE,BUILDING,64,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1808,11,9800 MEDICAL CENTER DR, ,ROCKVILLE,MONTGOMERY,MD,208506386,6,ACTIVE,BUILDING,98350,1,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1810,11,10401 FERNWOOD RD, ,BETHESDA,MONTGOMERY,MD,208171101,8,ACTIVE,BUILDING,80950,7,LEASED,1-Apr-12,Field Not In Use,Not Evaluated,Will Conform
MD1811,11,2115 E Jefferson St, ,ROCKVILLE,MONTGOMERY,MD,208524902,8,ACTIVE,BUILDING,98850,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1813,11,10903 NEW HAMPSHIRE AVE, ,SILVER SPRING,MONTGOMERY,MD,209031046,8,ACTIVE,STRUCTURE,0,1233,OWNED,1-May-08,Field Not In Use,Not Evaluated,Will Conform
MD1815,11,10903 NEW HAMPSHIRE AVE. BLDG 100, ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,STRUCTURE,0,1150,OWNED,1-May-09,Field Not In Use,Not Evaluated,Will Conform
MD1818,11,1575 CABIN BRANCH DRIVE, ,LANDOVER,PRINCE GEORGE'S,MD,207213816,4,ACTIVE,BUILDING,0,0,OWNED,0,Field Not In Use,Not Evaluated,Will Conform
MD1819,11,12101 INDIAN CREEK CT, ,BELTSVILLE,PRINCE GEORGE'S,MD,207054223,5,ACTIVE,BUILDING,23813,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1821,11,6511 AMERICA BLVD, ,HYATTSVILLE,PRINCE GEORGE'S,MD,207822079,4,ACTIVE,BUILDING,50955,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1822,11,4600 SILVER HILL ROAD, ,SUITLAND,PRINCE GEORGE'S,MD,207462402,4,ACTIVE,BUILDING,524310,2831,OWNED,15-Dec-07,Field Not In Use,Not Evaluated,Will Conform
MD1823,11,20030 CENTURY BOULEVARD, ,GERMANTOWN,MONTGOMERY,MD,208741111,6,ACTIVE,BUILDING,10561,0,LEASED,6-Aug-74,Field Not In Use,Not Evaluated,Yes
MD1825,11,30 WEST GUDE DRIVE, ,ROCKVILLE,MONTGOMERY,MD,208501175,8,ACTIVE,BUILDING,9228,26,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1832,11,10705-A CROUCH ROAD, ,SILVER SPRING,MONTGOMERY,MD,208041048,8,ACTIVE,BUILDING,0,0,OWNED,1-May-09,Field Not In Use,Not Evaluated,Will Conform
MD1833,11,10705 CROUCH ROAD, ,SILVER SPRING,MONTGOMERY,MD,209041048,8,ACTIVE,BUILDING,0,0,OWNED,1-May-09,Field Not In Use,Not Evaluated,Will Conform
MD1834,11,21 CHURCH ST, ,ROCKVILLE,MONTGOMERY,MD,208504207,8,ACTIVE,BUILDING,64351,0,LEASED,1-Jul-07,Field Not In Use,Not Evaluated,Yes
MD1835,11,7833 WALKER DRIVE, ,GREENBELT,PRINCE GEORGE'S,MD,207703211,5,ACTIVE,BUILDING,8223,23,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1837,11,7620 STANDISH PLACE, ,ROCKVILLE,MONTGOMERY,MD,208552810,6,ACTIVE,BUILDING,15909,0,LEASED,1-Feb-09,Field Not In Use,Not Evaluated,Yes
MD1838,11,4401 SUITLAND ROAD, ,SUITLAND,PRINCE GEORGE'S,MD,207460000,4,ACTIVE,BUILDING,0,0,OWNED,28-Feb-00,Field Not In Use,Not Evaluated,Yes
MD1840,11,2313 KNOTWEED COURT, ,BRANDYWINE,PRINCE GEORGE'S,MD,206034946,5,ACTIVE,STRUCTURE,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1843,11,6011 EXECUTIVE BLVD., ,ROCKVILLE,MONTGOMERY,MD,208523804,8,ACTIVE,BUILDING,50802,0,LEASED,1-Oct-08,Field Not In Use,Not Evaluated,Yes
MD1844,11,5825 UNIVERSITY RESEARCH COURT, ,RIVERDALE,PRINCE GEORGE'S,MD,207403823,5,ACTIVE,BUILDING,4868,16,LEASED,1-Nov-10,Field Not In Use,Not Evaluated,No
MD1848,11,5 RESEARCH PL, ,ROCKVILLE,MONTGOMERY,MD,208503213,8,ACTIVE,BUILDING,61448,145,LEASED,10-Jan-72,Field Not In Use,Not Evaluated,Yes
MD1850,11,SUITLAND ROAD & SILVER HILL ROAD, ,SUITLAND,PRINCE GEORGE'S,MD,207460000,4,ACTIVE,STRUCTURE,0,0,OWNED,10-Sep-65,Field Not In Use,Not Evaluated,Will Conform
MD1851,11,"10903 NEW HAMPSHIRE AVE,BLDG 21", ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,BUILDING,55374,0,OWNED,1-Aug-10,Field Not In Use,Not Evaluated,Will Conform
MD1853,11,3300 75TH AVENUE, ,LANDOVER,PRINCE GEORGE'S,MD,207851501,4,ACTIVE,BUILDING,252687,0,LEASED,1-Jun-80,Field Not In Use,Not Evaluated,Yes
MD1855,11,11601 LANDSDOWN STREET, ,ROCKVILLE,MONTGOMERY,MD,208521823,8,ACTIVE,BUILDING,321976,656,LEASED,14-Sep-09,Field Not In Use,Not Evaluated,Yes
MD1856,11,6500 SHERIFF ROAD, ,LANDOVER,PRINCE GEORGE'S,MD,207854392,4,ACTIVE,BUILDING,87171,26,LEASED,3-Mar-60,Field Not In Use,Not Evaluated,Yes
MD1857,11,10001 NEW HAMPSHIRE AVE, ,SILVER SPRING,MONTGOMERY,MD,209031702,3,ACTIVE,BUILDING,48443,4,LEASED,1-Nov-10,Field Not In Use,Not Evaluated,Yes
MD1858,11,9707 MEDICAL CENTER DR, ,ROCKVILLE,MONTGOMERY,MD,208503348,6,ACTIVE,BUILDING,508063,5,LEASED,1-Jan-10,Field Not In Use,Not Evaluated,Yes
MD1859,11,9150 HAMPTON OVERLOOK, ,CAPITOL HEIGHTS,PRINCE GEORGE'S,MD,207433835,4,ACTIVE,BUILDING,18306,0,LEASED,26-May-10,Field Not In Use,Not Evaluated,Yes
MD1860,11,6707 DEMOCRACY BLVD, ,BETHESDA,MONTGOMERY,MD,208171129,8,ACTIVE,BUILDING,192276,3,LEASED,15-Jul-90,Field Not In Use,Not Evaluated,Yes
MD1861,11,7501 WISCONSIN AVE, ,BETHESDA,MONTGOMERY,MD,208146519,8,ACTIVE,BUILDING,59544,5,LEASED,15-Jun-01,Field Not In Use,Not Evaluated,Yes
MD1862,11,6301 IVY LANE, ,GREENBELT,PRINCE GEORGE'S,MD,207701465,5,ACTIVE,BUILDING,5083,0,LEASED,1-Jun-79,Field Not In Use,Not Evaluated,Yes
MD1863,11,7700 WISCONSIN AVE, ,BETHESDA,MONTGOMERY,MD,208143578,8,ACTIVE,BUILDING,100569,7,LEASED,1-Aug-90,Field Not In Use,Not Evaluated,Will Conform
MD1864,11,1220 CARAWAY COURT, ,LARGO,PRINCE GEORGE'S,MD,207745388,4,ACTIVE,BUILDING,39579,144,LEASED,1-Jan-87,Field Not In Use,Not Evaluated,Yes
MD1865,11,12501 ARDENNES AVE, ,ROCKVILLE,MONTGOMERY,MD,208521741,8,ACTIVE,BUILDING,60816,5,LEASED,1-Dec-09,Field Not In Use,Not Evaluated,Yes
MD1866,11,4930 BOILING BROOK PKY, ,ROCKVILLE,MONTGOMERY,MD,208522306,8,ACTIVE,BUILDING,46372,10,LEASED,23-Jun-71,Field Not In Use,Not Evaluated,Yes
MD1868,11,"10903 NEW HAMPSHIRE AVE,BLDG 75", ,SILVER SPRING,MONTGOMERY,MD,209930000,8,ACTIVE,BUILDING,208510,0,OWNED,2-May-14,Field Not In Use,Not Evaluated,Will Conform
MD1869,11,5601 FISHERS LN, ,ROCKVILLE,MONTGOMERY,MD,208521700,8,ACTIVE,BUILDING,434276,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
MD1870,11,10903 NEW HAMPSHIRE AVE,Bldg 45,SILVER SPRING,MONTGOMERY,MD,209031058,8,ACTIVE,BUILDING,0,0,OWNED,1-Jul-11,Field Not In Use,Not Evaluated,No
MD1871,11,6406 IVY LN, ,GREENBELT,PRINCE GEORGE'S,MD,207701441,5,ACTIVE,BUILDING,19404,10,LEASED,0,Field Not In Use,Not Evaluated,Yes
MD1872,11,4700 RIVER RD, ,RIVERDALE,PRINCE GEORGE'S,MD,207371228,5,ACTIVE,BUILDING,304256,865,OWNED,25-Jul-94,Field Not In Use,Not Evaluated,Will Conform
MD1873,11,6701 DEMOCRACY BLVD, ,BETHESDA,MONTGOMERY,MD,208171555,8,ACTIVE,BUILDING,107436,2,LEASED,0,Field Not In Use,Not Evaluated,No
MD1874,11,10903 New Hampshire Avenue, ,SILVER SPRING,MONTGOMERY,MD,20993,8,ACTIVE,LAND,0,0,OWNED,0,Field Not In Use,Not Evaluated,No
MD1875,11,7855 WALKER DR, ,GREENBELT,PRINCE GEORGE'S,MD,207703209,5,ACTIVE,BUILDING,24140,110,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD1876,11,6710 ROCKLEDGE DR, ,BETHESDA,MONTGOMERY,MD,208171827,8,ACTIVE,BUILDING,77853,5,LEASED,0,Field Not In Use,Not Evaluated,No
MD1877,11,10903 NEW HAMPSHIRE AVE, ,SILVER SPRING,MONTGOMERY,MD,209031046,8,ACTIVE,BUILDING,0,0,OWNED,30-Jan-14,Field Not In Use,Not Evaluated,No
MD1878,11,10903 New Hampshire Avenue, ,SILVER SPRING,MONTGOMERY,MD,20903, ,ACTIVE,BUILDING,0,0,OWNED,27-Mar-16,Field Not In Use,Not Evaluated,No
MD1879,11,6705 ROCKLEDGE DRIVE, ,BETHESDA,MONTGOMERY,MD,208171816, ,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
MD1880,11,7500 LINDBERGH DR, ,GAITHERSBURG,MONTGOMERY,MD,208795413,6,ACTIVE,BUILDING,24678,4,LEASED,16-Jul-12,Field Not In Use,Not Evaluated,Yes
MD1881,11,5700 Capital Gateway Dr, ,CAMP SPRINGS,PRINCE GEORGE'S,MD,207464216,4,ACTIVE,BUILDING,0,0,LEASED,1-Jul-20,Field Not In Use,Evaluated - Not Historic,Yes
MD1883,11,1029 East Gude Dr, ,ROCKVILLE,MONTGOMERY,MD,20850, ,ACTIVE,BUILDING,9000,1,LEASED,0,Field Not In Use,Not Evaluated,No
MD1887,11,4701 Forbes Boulevard, ,LANHAM,PRINCE GEORGE'S,MD,20705, ,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,No
MD1896,11,9615 Medical Center Dr, ,ROCKVILLE,MONTGOMERY,MD,208503300,6,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
MD1901,11,11785 Beltsville Dr, ,BELTSVILLE,PRINCE GEORGE'S,MD,207053119,4,ACTIVE,BUILDING,0,0,LEASED,0, ,,No
VA0003,11,"200 S WASHINGTON,ST", ,ALEXANDRIA,INDEPENDENT CITY,VA,223145405,8,ACTIVE,BUILDING,38512,27,OWNED,1-Jan-31,Field Not In Use,National Register Listed,Will Conform
VA0005,11,12825 WORLDGATE DR, ,HERNDON,FAIRFAX,VA,201704387,11,ACTIVE,BUILDING,17678,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0006,11,2450 CRYSTAL DRIVE, ,ARLINGTON,ARLINGTON,VA,222023553,8,ACTIVE,BUILDING,61045,31,LEASED,15-Jan-73,Field Not In Use,Not Evaluated,Yes
VA0007,11,9325 DISCOVERY BLVD, ,MANASSAS,PRINCE WILLIAM,VA,201093992,1,ACTIVE,BUILDING,189272,620,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0008,11,7980 SCIENCE APPLICATIONS COURT, ,VIENNA,FAIRFAX,VA,221824015,11,ACTIVE,BUILDING,68811,198,LEASED,1-Mar-78,Field Not In Use,Not Evaluated,Yes
VA0014,11,8430 TERMINAL RD, ,LORTON,FAIRFAX,VA,220791424,8,ACTIVE,BUILDING,67961,20,LEASED,1-Jul-09,Field Not In Use,Not Evaluated,Yes
VA0015,11,8209 TERMINAL ROAD, ,LORTON,FAIRFAX,VA,220791433,8,ACTIVE,BUILDING,14442,39,LEASED,15-Nov-05,Field Not In Use,Not Evaluated,Yes
VA0026,11,2121 CRYSTAL DR, ,ARLINGTON,ARLINGTON,VA,222023706,8,ACTIVE,BUILDING,69808,16,LEASED,1-Mar-86,Field Not In Use,Not Evaluated,Yes
VA0027,11,2345 CRYSTAL DR, ,ARLINGTON,ARLINGTON,VA,222024801,8,ACTIVE,BUILDING,80089,0,LEASED,1-Jan-88,Field Not In Use,Not Evaluated,Will Conform
VA0028,11,1310 N COURTHOUSE RD, ,ARLINGTON,ARLINGTON,VA,222012508,8,ACTIVE,BUILDING,98594,11,LEASED,23-Dec-08,Field Not In Use,Not Evaluated,Will Conform
VA0033,11,2800 S RANDOLPH ST, ,ARLINGTON,ARLINGTON,VA,222062370,8,ACTIVE,BUILDING,159110,560,LEASED,12-Feb-08,Field Not In Use,Not Evaluated,Will Conform
VA0035,11,6441 GENERAL GREEN WAY, ,ALEXANDRIA,INDEPENDENT CITY,VA,223122413,8,ACTIVE,BUILDING,29910,74,LEASED,1-Aug-84,Field Not In Use,Not Evaluated,Yes
VA0037,11,5301 SHAWNEE ROAD, ,ALEXANDRIA,INDEPENDENT CITY,VA,223122312,8,ACTIVE,BUILDING,36004,150,LEASED,1-Sep-88,Field Not In Use,Not Evaluated,Yes
VA0038,11,14501 GEORGE CARTER WAY, ,CHANTILLY,FAIRFAX,VA,201511770,10,ACTIVE,BUILDING,47831,240,LEASED,1-Aug-08,Field Not In Use,Not Evaluated,Will Conform
VA0039,11,1925 BALLENGER AVENUE, ,ALEXANDRIA,INDEPENDENT CITY,VA,223146820,8,ACTIVE,BUILDING,26541,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VA0040,11,2331 MILL RD, ,ALEXANDRIA,INDEPENDENT CITY,VA,223144677,8,ACTIVE,BUILDING,21621,25,LEASED,1-Nov-08,Field Not In Use,Not Evaluated,Yes
VA0042,11,675 NORTH RANDOLPH STREET, ,ARLINGTON,ARLINGTON,VA,222031823,8,ACTIVE,BUILDING,302855,515,LEASED,1-Jan-11,Field Not In Use,Not Evaluated,Yes
VA0046,11,2900 CRYSTAL DR, ,ARLINGTON,ARLINGTON,VA,222023556,8,ACTIVE,BUILDING,39956,0,LEASED,1-Sep-90,Field Not In Use,Not Evaluated,Yes
VA0051,11,5904 RICHMOND HIGHWAY, ,ALEXANDRIA,INDEPENDENT CITY,VA,223031875,8,ACTIVE,BUILDING,7779,0,LEASED,1-Jan-85,Field Not In Use,Not Evaluated,Will Conform
VA0055,11,44132 MERCURE CIR, ,STERLING,LOUDOUN,VA,201662000,10,ACTIVE,BUILDING,72699,86,OWNED,29-Dec-11,Field Not In Use,Not Evaluated,No
VA0056,11,3320 NOBLE POND WAY,PWC Building #11,WOODBRIDGE,PRINCE WILLIAM,VA,221931468,11,ACTIVE,BUILDING,10673,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
VA0059,11,8111 GATEHOUSE RD, ,FALLS CHURCH,INDEPENDENT CITY,VA,220421213,11,ACTIVE,BUILDING,57652,0,LEASED,1-May-80,Field Not In Use,Not Evaluated,Will Conform
VA0060,11,Fourth Street South & South Washington Blvd, ,ARLINGTON,ARLINGTON,VA,22204,8,ACTIVE,LAND,0,0,OWNED,0,Field Not In Use,Not Evaluated,No
VA0061,11,1725 Duke St, ,ALEXANDRIA,INDEPENDENT CITY,VA,223143425,8,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
VA0064,11,23289 AUTOPILOT DR,DULLES INTERNATIONAL AIRPORT,STERLING,LOUDOUN,VA,201667727,10,ACTIVE,BUILDING,8985,30,LEASED,15-Oct-98,Field Not In Use,Not Evaluated,Will Conform
VA0066,11,14360 NEWBROOK DRIVE, ,CHANTILLY,FAIRFAX,VA,201513801,10,ACTIVE,BUILDING,54176,40,LEASED,1-Jul-07,Field Not In Use,Not Evaluated,Yes
VA0068,11,15015 FARM CREEK DRIVE, ,WOODBRIDGE,PRINCE WILLIAM,VA,221913553,11,ACTIVE,BUILDING,83333,12,LEASED,1-Jun-87,Field Not In Use,Not Evaluated,Yes
VA0070,11,15020 CONFERENCE CENTER DR, ,CHANTILLY,FAIRFAX,VA,201513801,10,ACTIVE,BUILDING,156276,158,LEASED,1-Jul-07,Field Not In Use,Not Evaluated,Yes
VA0071,11,7700 ARLINGTON BOULEVARD, ,FALLS CHURCH,INDEPENDENT CITY,VA,220422900,8,ACTIVE,BUILDING,661801,2040,LEASED,1-May-54,Field Not In Use,Not Evaluated,Will Conform
VA0072,11,13958 PARK CENTER RD, ,HERNDON,FAIRFAX,VA,201713222,10,ACTIVE,BUILDING,39967,20,LEASED,1-Oct-77,Field Not In Use,Not Evaluated,Yes
VA0073,11,12638 DARBY BROOK CT, ,WOODBRIDGE,PRINCE WILLIAM,VA,221922457,11,ACTIVE,BUILDING,3106,4,LEASED,1-Jun-90,Field Not In Use,Not Evaluated,Yes
